위스키명,브랜드,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
BALVENIE LIQU Balvenie 40 Y3 700ml,발베니,7054.6,10078.0,30.0,34,0,0.0,2,Y,1220:싱글몰트 위스키,5753467,112231000041,https://www.shilladfs.com/estore/kr/ko/p/5753467
펜폴즈 빈 51 에덴 밸리 리슬링 2023 750ml,펜폴즈,46.55,49.0,5.0,11,0,0.0,0,N,1221:와인/샴페인,5661341,195231000056,https://www.shilladfs.com/estore/kr/ko/p/5661341
윌더니스 트레일 켄터키 스트레이트 하이 라이 버번 750ml,WILDERNESS TRAIL,24.2,55.0,56.0,9,0,0.0,6,Y,1211:블렌디드 위스키,5690486,256731000009,https://www.shilladfs.com/estore/kr/ko/p/5690486
윌더니스 트레일 켄터키 스트레이트 휘티드 버번 750ml,WILDERNESS TRAIL,22.0,50.0,56.0,11,0,0.0,6,Y,1211:블렌디드 위스키,5690487,256731000010,https://www.shilladfs.com/estore/kr/ko/p/5690487
윌더니스 트레일 켄터키 스트레이트 라이 750ml,WILDERNESS TRAIL,47.5,50.0,5.0,3,0,0.0,6,Y,1211:블렌디드 위스키,5690488,256731000011,https://www.shilladfs.com/estore/kr/ko/p/5690488
고든앤맥패일 코노세어초이스 토민타울 2001 22년 700ml,고든 앤 맥패일,349.6,368.0,5.0,21,0,0.0,0,N,1220:싱글몰트 위스키,5724903,115431000190,https://www.shilladfs.com/estore/kr/ko/p/5724903
고든앤맥패일 코노세어초이스 스트라스밀 2008 14년 700ml,고든 앤 맥패일,226.1,238.0,5.0,31,0,0.0,0,N,1220:싱글몰트 위스키,5724902,115431000194,https://www.shilladfs.com/estore/kr/ko/p/5724902
고든앤맥패일 코노세어초이스 글렌버기 1995 27년 700ml,고든 앤 맥패일,553.85,583.0,5.0,53,0,0.0,0,N,1220:싱글몰트 위스키,5724907,115431000196,https://www.shilladfs.com/estore/kr/ko/p/5724907
로얄살루트 62년 건 살루트 컬렉선 더 오리지널 리저브 700ml,로얄살루트,2106.3,3009.0,30.0,48,0,0.0,6,Y,1211:블렌디드 위스키,5739769,110231000036,https://www.shilladfs.com/estore/kr/ko/p/5739769
로얄살루트 62년 건 살루트 컬렉션 더 피티드 리저브 700ml,로얄살루트,2340.8,3344.0,30.0,34,0,0.0,2,Y,1211:블렌디드 위스키,5739770,110231000038,https://www.shilladfs.com/estore/kr/ko/p/5739770
GF LIQU Glenfiddich 39 1985 Cask 700ml,글렌피딕,2970.0,4950.0,40.0,55,1,8.0,6,Y,1220:싱글몰트 위스키,5717430,082331000057,https://www.shilladfs.com/estore/kr/ko/p/5717430
The Lakes Equinox 700ml,더 레이크,112.1,118.0,5.0,13,0,0.0,6,Y,1220:싱글몰트 위스키,5690687,268331000069,https://www.shilladfs.com/estore/kr/ko/p/5690687
The Lakes Kairos 700ml,더 레이크,49.5,110.0,55.0,11,0,0.0,6,Y,1220:싱글몰트 위스키,5690686,268331000068,https://www.shilladfs.com/estore/kr/ko/p/5690686
The Lakes Reserve No.7 700ml,더 레이크,107.35,113.0,5.0,28,0,0.0,0,N,1220:싱글몰트 위스키,5690685,268331000066,https://www.shilladfs.com/estore/kr/ko/p/5690685
The Lakes Reserve No.6 700ml,더 레이크,107.35,113.0,5.0,25,0,0.0,4,Y,1220:싱글몰트 위스키,5690683,268331000065,https://www.shilladfs.com/estore/kr/ko/p/5690683
헤네시 돔페리뇽 빈티지 2015 750ML,돔 페리뇽,198.0,220.0,10.0,780,1,8.0,0,N,1221:와인/샴페인,5667223,108931000093,https://www.shilladfs.com/estore/kr/ko/p/5667223
아르망 드 브리냑 브룻 골드 750ml,아르망 드 브리냑,232.0,290.0,20.0,169,0,0.0,0,N,1221:와인/샴페인,5713336,108931000120,https://www.shilladfs.com/estore/kr/ko/p/5713336
클라우디 베이 소비뇽 블랑 750ml,클라우디 베이,24.75,33.0,25.0,219,1,10.0,0,N,1221:와인/샴페인,5713335,108931000112,https://www.shilladfs.com/estore/kr/ko/p/5713335
모엣 샹동 로제 임페리얼 750ml,모엣 샹동,45.75,61.0,25.0,163,0,0.0,0,N,1221:와인/샴페인,5713334,108931000107,https://www.shilladfs.com/estore/kr/ko/p/5713334
아드벡 우거다일 700ml,아드벡,68.25,91.0,25.0,296,0,0.0,0,N,1220:싱글몰트 위스키,5713333,108631000058,https://www.shilladfs.com/estore/kr/ko/p/5713333
헤네시 XO 3000ml,헤네시,835.25,1285.0,35.0,13,0,0.0,5,Y,1213:꼬냑,5069984,086931000038,https://www.shilladfs.com/estore/kr/ko/p/5069984
GLENSCOT LIQU 2016 Exclusive Cask 700ml,글렌 스코시아,112.5,125.0,10.0,174,3,10.0,0,N,1220:싱글몰트 위스키,5712162,265131000005,https://www.shilladfs.com/estore/kr/ko/p/5712162
"루이로드레, 컬렉션 245 750ml",에노테카,76.5,85.0,10.0,178,0,0.0,1,Y,1221:와인/샴페인,5694039,126931000046,https://www.shilladfs.com/estore/kr/ko/p/5694039
파이퍼하이직 에센셜 바이 탄산바 750ml,와인나라,57.6,64.0,10.0,66,0,0.0,0,N,1221:와인/샴페인,5691202,115431000189,https://www.shilladfs.com/estore/kr/ko/p/5691202
몰트락 26년(Special Releas) 700ml,몰트락,1228.5,1890.0,35.0,24,0,0.0,0,N,1220:싱글몰트 위스키,5704239,111231000022,https://www.shilladfs.com/estore/kr/ko/p/5704239
라가불린 10년 700ml,라가불린,86.45,91.0,5.0,38,0,0.0,0,N,1220:싱글몰트 위스키,5704238,111131000033,https://www.shilladfs.com/estore/kr/ko/p/5704238
Clase Azul Mezcal Guerrero 750,클라세 아줄,391.4,412.0,5.0,107,0,0.0,6,Y,1226:스피릿,5672622,282931000007,https://www.shilladfs.com/estore/kr/ko/p/5672622
Clase Azul Mezcal Durango 750,클라세 아줄,391.4,412.0,5.0,81,0,0.0,6,Y,1226:스피릿,5672620,282931000006,https://www.shilladfs.com/estore/kr/ko/p/5672620
폴리냑 EXTRA 70cl,폴리냑,355.5,395.0,10.0,17,0,0.0,0,N,1213:꼬냑,5696951,109431000005,https://www.shilladfs.com/estore/kr/ko/p/5696951
사득주 지혜 10년 52% 500ml,사득주,113.05,119.0,5.0,30,0,0.0,0,N,1216:중국술,5697035,067631000055,https://www.shilladfs.com/estore/kr/ko/p/5697035
양허 몽지람 뱀 52% 550ml,양허,79.23,139.0,43.0,124,0,0.0,0,N,1216:중국술,5696950,067631000074,https://www.shilladfs.com/estore/kr/ko/p/5696950
아드모어 트리플 우드 1000ml,아드모어,58.8,84.0,30.0,7,0,0.0,6,Y,1220:싱글몰트 위스키,5642385,114231000058,https://www.shilladfs.com/estore/kr/ko/p/5642385
고든앤맥패일 코노세어초이스 쿨일라 2006 17년 700ml,고든 앤 맥패일,216.0,270.0,20.0,52,0,0.0,0,N,1220:싱글몰트 위스키,5677236,115431000186,https://www.shilladfs.com/estore/kr/ko/p/5677236
고든앤맥패일 코노세어초이스 탐나불린 2007 14년 700ml,고든 앤 맥패일,196.65,207.0,5.0,43,0,0.0,1,Y,1220:싱글몰트 위스키,5677234,115431000185,https://www.shilladfs.com/estore/kr/ko/p/5677234
고든앤맥패일 코노세어초이스 쿨일라 사시까이아 2010 12년 700ml,고든 앤 맥패일,194.75,205.0,5.0,111,0,0.0,0,N,1220:싱글몰트 위스키,5677233,115431000184,https://www.shilladfs.com/estore/kr/ko/p/5677233
고든앤맥패일 코노세어초이스 글렌토커스 2007 15년 700ml,고든 앤 맥패일,196.65,207.0,5.0,75,0,0.0,0,N,1220:싱글몰트 위스키,5677232,115431000183,https://www.shilladfs.com/estore/kr/ko/p/5677232
고든앤맥패일 디스틸러리 몰트락 15년 700ml,고든 앤 맥패일,141.55,149.0,5.0,35,0,0.0,0,N,1220:싱글몰트 위스키,5677231,115431000181,https://www.shilladfs.com/estore/kr/ko/p/5677231
고든앤맥패일 디스커버리 토마틴 2011 12년 700ml,고든 앤 맥패일,78.85,83.0,5.0,19,0,0.0,0,N,1220:싱글몰트 위스키,5677226,115431000174,https://www.shilladfs.com/estore/kr/ko/p/5677226
분주 죽엽청 20년 500ml,분주,78.85,83.0,5.0,34,0,0.0,0,N,1216:중국술,5673451,067631000072,https://www.shilladfs.com/estore/kr/ko/p/5673451
샤또 팔머 2012 750ml,샤토 팔머,495.9,522.0,5.0,69,0,0.0,6,Y,1221:와인/샴페인,5599685,287231000003,https://www.shilladfs.com/estore/kr/ko/p/5599685
샤또 딸보 2019 750ml,샤토 딸보,78.85,83.0,5.0,346,0,0.0,0,N,1221:와인/샴페인,5599686,287231000004,https://www.shilladfs.com/estore/kr/ko/p/5599686
샤또 퐁테 카네 2017 750ml,샤토 퐁테 카네 ,154.85,163.0,5.0,122,2,9.0,0,N,1221:와인/샴페인,5599687,287231000007,https://www.shilladfs.com/estore/kr/ko/p/5599687
샤또 몽로즈 2011 750ml,샤토 몽로즈 ,202.35,213.0,5.0,96,1,8.0,0,N,1221:와인/샴페인,5599681,287231000009,https://www.shilladfs.com/estore/kr/ko/p/5599681
지오반니 로쏘 바롤로 체레타 750ml,지오반니 로쏘,76.0,80.0,5.0,42,0,0.0,0,N,1221:와인/샴페인,5599689,287231000011,https://www.shilladfs.com/estore/kr/ko/p/5599689
오퍼스 원 2019 750ml,오퍼스 원,589.0,620.0,5.0,140,0,0.0,0,N,1221:와인/샴페인,5599683,287231000013,https://www.shilladfs.com/estore/kr/ko/p/5599683
세냐 2009 750ml,세냐,175.75,185.0,5.0,83,0,0.0,0,N,1221:와인/샴페인,5599690,287231000014,https://www.shilladfs.com/estore/kr/ko/p/5599690
샤또 달마이약 뽀이약 2017 750ml,샤토 달마이약,93.1,98.0,5.0,76,0,0.0,0,N,1221:와인/샴페인,5600331,287231000015,https://www.shilladfs.com/estore/kr/ko/p/5600331
노주노교 자사대곡 52% 500ml,국교1573,31.8,53.0,40.0,109,0,0.0,0,N,1216:중국술,5669636,284531000001,https://www.shilladfs.com/estore/kr/ko/p/5669636
백년노주노교 교령 60년 52% 500ml,국교1573,36.0,60.0,40.0,87,0,0.0,0,N,1216:중국술,5669471,284531000002,https://www.shilladfs.com/estore/kr/ko/p/5669471
분주 죽엽청 30년 500ml,분주,124.45,131.0,5.0,72,0,0.0,0,N,1216:중국술,5673666,067631000073,https://www.shilladfs.com/estore/kr/ko/p/5673666
메이커스 마크 46 1000ml,메이커스마크,63.65,67.0,5.0,62,0,0.0,0,N,1220:싱글몰트 위스키,5592649,109831000035,https://www.shilladfs.com/estore/kr/ko/p/5592649
LXIII The Drop Leather (Red) 10ml,루이13,230.3,329.0,30.0,11,0,0.0,3,Y,1213:꼬냑,5386812,085131000079,https://www.shilladfs.com/estore/kr/ko/p/5386812
LXIII The Drop Leather (Gold) 10ml,루이13,230.3,329.0,30.0,11,0,0.0,4,Y,1213:꼬냑,5386815,085131000080,https://www.shilladfs.com/estore/kr/ko/p/5386815
헤네시 VSOP 350ML,헤네시,29.25,39.0,25.0,43,0,0.0,0,N,1213:꼬냑,5070295,086931000031,https://www.shilladfs.com/estore/kr/ko/p/5070295
헤네시 마스터 블렌더스 500ML,헤네시,64.0,80.0,20.0,18,0,0.0,0,N,1213:꼬냑,5667328,086931000065,https://www.shilladfs.com/estore/kr/ko/p/5667328
부샤 페레 필스 쥬브레 샹베르땅 2019 750ML,부샤,76.0,80.0,5.0,56,0,0.0,0,N,1221:와인/샴페인,5586791,268331000059,https://www.shilladfs.com/estore/kr/ko/p/5586791
제임슨 블랙배럴 1000ml,제임슨,30.68,59.0,48.0,11,0,0.0,6,Y,1227:기타 주류,5661456,110531000006,https://www.shilladfs.com/estore/kr/ko/p/5661456
제임슨 트리플 트리플 1000ml,제임슨,23.97,47.0,49.0,14,0,0.0,6,Y,1227:기타 주류,5661609,110531000005,https://www.shilladfs.com/estore/kr/ko/p/5661609
마텔 노블리지 1000ml,마텔,113.05,119.0,5.0,21,0,0.0,6,Y,1213:꼬냑,5582448,110631000043,https://www.shilladfs.com/estore/kr/ko/p/5582448
마텔 노블리지 느아르 1000ml,마텔,129.2,136.0,5.0,15,0,0.0,0,N,1213:꼬냑,5582381,110631000042,https://www.shilladfs.com/estore/kr/ko/p/5582381
닷사이 비욘드 720ml,닷사이,399.0,399.0,0.0,49,0,0.0,6,Y,1227:기타 주류,5658633,282631000003,https://www.shilladfs.com/estore/kr/ko/p/5658633
닷사이 23 원심분리 720ml,닷사이,199.0,199.0,0.0,43,0,0.0,6,Y,1227:기타 주류,5658632,282631000002,https://www.shilladfs.com/estore/kr/ko/p/5658632
몬테스 알파 블랙 라벨 피노 누아 2021 750ml,몬테스,31.35,33.0,5.0,13,0,0.0,6,Y,1221:와인/샴페인,5618605,268331000062,https://www.shilladfs.com/estore/kr/ko/p/5618605
달모어 컨스텔레이션 1976년 700ml,달모어,20995.0,22100.0,5.0,27,0,0.0,1,Y,1220:싱글몰트 위스키,5653826,114431000031,https://www.shilladfs.com/estore/kr/ko/p/5653826
달모어 캐스크 큐레이션 시리즈 – 포트 에디션 700ml * 3,달모어,42227.5,44450.0,5.0,15,0,0.0,1,Y,1220:싱글몰트 위스키,5652877,114431000115,https://www.shilladfs.com/estore/kr/ko/p/5652877
카사미고스 레포사도 1000ml,돈훌리오,60.0,100.0,40.0,16,0,0.0,6,Y,1226:스피릿,5645439,254931000007,https://www.shilladfs.com/estore/kr/ko/p/5645439
카사미고스 아네호 1000ml,돈훌리오,52.17,111.0,53.0,23,0,0.0,6,Y,1226:스피릿,5645206,254931000005,https://www.shilladfs.com/estore/kr/ko/p/5645206
그랑 마르니에 1L,그랑 마르니에,39.9,42.0,5.0,25,0,0.0,6,Y,1226:스피릿,5591067,256731000008,https://www.shilladfs.com/estore/kr/ko/p/5591067
글렌글라사 12yo 700ml,GLENGLASSAUGH,59.85,63.0,5.0,63,0,0.0,6,Y,1220:싱글몰트 위스키,5534638,114931000061,https://www.shilladfs.com/estore/kr/ko/p/5534638
애플브랜디 선물세트 750ml,댄싱사이더,24.7,26.0,5.0,27,0,0.0,5,Y,1224:한국술,5596453,946631000007,https://www.shilladfs.com/estore/kr/ko/p/5596453
오크스피릿 375ml,댄싱사이더,9.18,17.0,46.0,12,0,0.0,6,Y,1224:한국술,5596452,946631000006,https://www.shilladfs.com/estore/kr/ko/p/5596452
애플스피릿 375ml,댄싱사이더,9.5,10.0,5.0,15,0,0.0,6,Y,1224:한국술,5596451,946631000005,https://www.shilladfs.com/estore/kr/ko/p/5596451
허니문배 750ml,댄싱사이더,11.4,12.0,5.0,11,1,10.0,3,Y,1224:한국술,5596449,946631000002,https://www.shilladfs.com/estore/kr/ko/p/5596449
요새로제 750ml,댄싱사이더,11.4,12.0,5.0,11,0,0.0,6,Y,1224:한국술,5596454,946631000001,https://www.shilladfs.com/estore/kr/ko/p/5596454
더 글렌리벳 Grounbreaker Collection 700ml,글렌리벳,95.0,100.0,5.0,23,0,0.0,6,Y,1220:싱글몰트 위스키,5615677,110431000031,https://www.shilladfs.com/estore/kr/ko/p/5615677
더 글렌리벳 Caskmakers 700ml,글렌리벳,94.05,99.0,5.0,23,0,0.0,0,N,1220:싱글몰트 위스키,5615676,110431000030,https://www.shilladfs.com/estore/kr/ko/p/5615676
레미 마르탱 루이 13세 1500ml,루이13,6230.0,8900.0,30.0,4,0,0.0,6,Y,1213:꼬냑,5070385,085131000017,https://www.shilladfs.com/estore/kr/ko/p/5070385
크루즈 포트 40년 750ml,와인나라,135.0,150.0,10.0,29,0,0.0,0,N,1221:와인/샴페인,5592520,274231000023,https://www.shilladfs.com/estore/kr/ko/p/5592520
크루즈 포트 30년 750ml,와인나라,90.0,100.0,10.0,23,0,0.0,0,N,1221:와인/샴페인,5591611,274231000022,https://www.shilladfs.com/estore/kr/ko/p/5591611
페랑 리저브 코냑 700ml,와인나라,54.5,109.0,50.0,9,0,0.0,6,Y,1213:꼬냑,5591617,274231000017,https://www.shilladfs.com/estore/kr/ko/p/5591617
페랑 암브레 코냑 700ml,와인나라,29.28,61.0,52.0,6,0,0.0,6,Y,1213:꼬냑,5591608,274231000016,https://www.shilladfs.com/estore/kr/ko/p/5591608
페랑 10 제너레이션 500ml,와인나라,44.1,49.0,10.0,15,0,0.0,0,N,1213:꼬냑,5591616,274231000015,https://www.shilladfs.com/estore/kr/ko/p/5591616
브렌 10YO 700ml,와인나라,112.5,125.0,10.0,2,0,0.0,5,Y,1220:싱글몰트 위스키,5591605,274231000010,https://www.shilladfs.com/estore/kr/ko/p/5591605
와일드터키 마스터스 킵 언포가튼 750ml,와일드터키,126.0,140.0,10.0,368,1,10.0,0,N,1211:블렌디드 위스키,5605263,257231000007,https://www.shilladfs.com/estore/kr/ko/p/5605263
샤또 퐁테 카네 2015 750ml,샤토 퐁테 카네 ,175.75,185.0,5.0,183,0,0.0,0,N,1221:와인/샴페인,5599679,287231000006,https://www.shilladfs.com/estore/kr/ko/p/5599679
후소네 그란 레세르바 2020 750ml,와인나라,20.9,22.0,5.0,10,0,0.0,6,Y,1221:와인/샴페인,5593758,115431000163,https://www.shilladfs.com/estore/kr/ko/p/5593758
파이퍼 하이직 레어 로제 2014 750ml,와인나라,366.7,386.0,5.0,108,0,0.0,0,N,1221:와인/샴페인,5593827,115431000157,https://www.shilladfs.com/estore/kr/ko/p/5593827
베라짜노 키안티 클라시코 2021 750ml,와인나라,22.8,24.0,5.0,49,0,0.0,6,Y,1221:와인/샴페인,5593510,115431000155,https://www.shilladfs.com/estore/kr/ko/p/5593510
펜폴즈 빈 389 카베르네 쉬라즈 2022 750ml,펜폴즈,113.05,119.0,5.0,50,0,0.0,0,N,1221:와인/샴페인,5525784,195231000053,https://www.shilladfs.com/estore/kr/ko/p/5525784
프리마크 아비 샤르도네 2022 750ml,와인나라,52.25,55.0,5.0,29,0,0.0,0,N,1221:와인/샴페인,5593518,115431000144,https://www.shilladfs.com/estore/kr/ko/p/5593518
노빌리티 비달 아이스 와인 2019 375ml ,와인나라,19.0,20.0,5.0,27,0,0.0,0,N,1221:와인/샴페인,5593512,115431000138,https://www.shilladfs.com/estore/kr/ko/p/5593512
바디아 아 파시냐노 키안티 그란 셀레찌오네 2021 750ml,와인나라,66.5,70.0,5.0,56,0,0.0,6,Y,1221:와인/샴페인,5593511,115431000137,https://www.shilladfs.com/estore/kr/ko/p/5593511
파이퍼 하이직 로제 소바쥬 브뤼 750ml,와인나라,52.25,55.0,5.0,76,0,0.0,0,N,1221:와인/샴페인,5593497,115431000127,https://www.shilladfs.com/estore/kr/ko/p/5593497
샴페인 팔머 브뤼 리저브 750ml,와인나라,57.95,61.0,5.0,26,0,0.0,0,N,1221:와인/샴페인,5593503,115431000133,https://www.shilladfs.com/estore/kr/ko/p/5593503
와일드무어 40년 블랙 마운틴 700ml,와일드무어,648.0,900.0,28.0,66,0,0.0,6,Y,1211:블렌디드 위스키,5582447,279331000001,https://www.shilladfs.com/estore/kr/ko/p/5582447
수정방 웰베이 500ml,수정방,133.95,141.0,5.0,303,2,10.0,0,N,1216:중국술,5581554,111331000020,https://www.shilladfs.com/estore/kr/ko/p/5581554
산토리 하쿠 보드카 1000ml,산토리,48.45,51.0,5.0,12,0,0.0,0,N,1226:스피릿,5549143,114131000043,https://www.shilladfs.com/estore/kr/ko/p/5549143
귀주 마오타이 이백 에디션 53% 375ml,까뮤 마오타이,303.16,583.0,48.0,28,0,0.0,6,Y,1216:중국술,5575760,114631000009,https://www.shilladfs.com/estore/kr/ko/p/5575760
귀주 마오타이 두보 에디션 53% 375ml,까뮤 마오타이,553.85,583.0,5.0,31,0,0.0,6,Y,1216:중국술,5575761,114631000008,https://www.shilladfs.com/estore/kr/ko/p/5575761
토브렉 우드커터스 2023 750ml,토브렉,23.75,25.0,5.0,52,1,10.0,0,N,1221:와인/샴페인,5523028,284831000005,https://www.shilladfs.com/estore/kr/ko/p/5523028
토브렉 런릭 2021 750ml,토브렉,274.55,289.0,5.0,182,0,0.0,0,N,1221:와인/샴페인,5523025,284831000001,https://www.shilladfs.com/estore/kr/ko/p/5523025
펜폴즈 샴페인 뀌베 브뤼 750ml,펜폴즈,91.2,96.0,5.0,36,0,0.0,6,Y,1221:와인/샴페인,5525780,195231000049,https://www.shilladfs.com/estore/kr/ko/p/5525780
로얄살루트 마이애미 폴로 에디션 700ml,로얄살루트,200.45,211.0,5.0,355,1,10.0,6,Y,1211:블렌디드 위스키,5563230,110231000040,https://www.shilladfs.com/estore/kr/ko/p/5563230
그레이구스 오리지널 트윈팩 1000ml * 2,그레이 구스,96.9,102.0,5.0,4,0,0.0,0,N,1226:스피릿,5445943,113231000030,https://www.shilladfs.com/estore/kr/ko/p/5445943
그레이구스 오리지널 1000ml,그레이 구스,53.1,59.0,10.0,13,0,0.0,6,Y,1226:스피릿,3331542,113231000010,https://www.shilladfs.com/estore/kr/ko/p/3331542
듀어스 25년 750ml,듀어스,303.45,357.0,15.0,118,1,10.0,0,N,1211:블렌디드 위스키,5268253,113531000022,https://www.shilladfs.com/estore/kr/ko/p/5268253
NEW 올트모어 21년 (깔바도스) 500ml,올트모어,189.05,199.0,5.0,226,0,0.0,0,N,1220:싱글몰트 위스키,5560834,113531000086,https://www.shilladfs.com/estore/kr/ko/p/5560834
NEW 올트모어 25년 (1st Fill 올로로소 쉐리) 500ml,올트모어,420.85,443.0,5.0,141,2,10.0,6,Y,1220:싱글몰트 위스키,5560833,113531000085,https://www.shilladfs.com/estore/kr/ko/p/5560833
파쿤도 PARAISO 700ml,바카디,356.25,375.0,5.0,27,0,0.0,6,Y,1226:스피릿,5560829,113431000041,https://www.shilladfs.com/estore/kr/ko/p/5560829
크라이겔라키 33년 700ml,듀어스,1262.4,3156.0,60.0,7,0,0.0,0,N,1220:싱글몰트 위스키,5560827,113531000036,https://www.shilladfs.com/estore/kr/ko/p/5560827
크라이겔라키 13년 1000ml,크라이겔라키,79.8,84.0,5.0,50,1,10.0,6,Y,1220:싱글몰트 위스키,5560825,113531000021,https://www.shilladfs.com/estore/kr/ko/p/5560825
마티니 로쏘 1000ml,바카디,16.15,17.0,5.0,5,0,0.0,0,N,1226:스피릿,5560824,113431000019,https://www.shilladfs.com/estore/kr/ko/p/5560824
마티니 프로세코 750ml,바카디,19.0,20.0,5.0,3,0,0.0,0,N,1221:와인/샴페인,5560823,113431000018,https://www.shilladfs.com/estore/kr/ko/p/5560823
부르고뉴 마콩 빌라쥐 2020 750ml,비네센코리아,36.5,73.0,50.0,34,0,0.0,0,N,1221:와인/샴페인,5552054,272731000031,https://www.shilladfs.com/estore/kr/ko/p/5552054
부르고뉴 피노누아 까브 드 비세 2021 750ml,비네센코리아,34.5,69.0,50.0,21,0,0.0,0,N,1221:와인/샴페인,5552053,272731000030,https://www.shilladfs.com/estore/kr/ko/p/5552053
꼬뜨 뒤 론 드링커블 2022 750ml,비네센코리아,36.0,72.0,50.0,11,0,0.0,5,Y,1221:와인/샴페인,5552052,272731000028,https://www.shilladfs.com/estore/kr/ko/p/5552052
토카이 에데슈 사모로드니 2021 500ml,비네센코리아,17.5,35.0,50.0,49,0,0.0,0,N,1221:와인/샴페인,5552049,272731000035,https://www.shilladfs.com/estore/kr/ko/p/5552049
루아르 뮈스까데 그랑리우 라 삐에르 2021 750ml,비네센코리아,21.0,42.0,50.0,7,0,0.0,4,Y,1221:와인/샴페인,5552048,272731000034,https://www.shilladfs.com/estore/kr/ko/p/5552048
