위스키명,증류소,지역,도수,캐스크,맛_노트,스토리,출처,수집일
발베니 11년 헝가리안 캐스크 700ml,발베니 (The Balvenie) · 윌리엄 그랜트 앤 선즈 · 더프타운,스페이사이드 (Speyside),47.4% (논칠필터),전통 캐스크 11년 숙성 후 헝가리안(토카이산) 레드와인 오크 캐스크 피니시 · '스토리즈(A Collection of Curious Casks)' 라인 · 글로벌 면세(GTR) 전용,"구운 오크·은은한 스파이스에 실키한 캐러멜과 잘 익은 베리 향. 풀바디한 단맛 위로 스파이스가 겹겹이, 크리미한 바닐라·꿀에 부드러운 우디 타닌. 흙내음 오크 타닌이 은은한 단맛과 또렷한 시트러스 엣지를 드러내는 피니시.","발베니 'Hungarian Red Wine Cask' 11년은 발베니 '스토리즈' 컬렉션 중 면세(GTR) 전용판으로, 전통 캐스크 11년 숙성 후 헝가리(토카이 지역) 레드와인을 담았던 오크 캐스크에 추가 숙성했다. 발베니 기본 라인보다 높은 47.4% 도수·논칠필터가 특징.",공식 thebalvenie.com · The Dram Barron · Whiskybase (2026-06-12 리서치),2026-06-12
글렌데브론 20년 1000ml,맥더프 (Macduff) · 'Glen Deveron' 브랜드,하이랜드 (Highland · 밴프셔 해안),40%,셰리(올로로소) 오크 20년 숙성 · 'Royal Burgh Collection' 1L 면세(GTR) 포맷,"오일리한 바나나·곡물·견과(헤이즐넛·호두·아몬드)·건초에 올로로소 셰리 오크의 건포도·허브 향. 시나몬·페퍼민트·멘톨의 진하고 허브향 강한 입안에 당절임 시트러스필·은은한 스파이스, 오렌지 오일·바나나·바닐라의 길고 둥근 피니시.","'Glen Deveron'은 맥더프(Macduff) 증류소가 증류소 옆을 흐르는 데브론 강 이름을 따 내는 싱글몰트 브랜드다. 20년은 셰리 오크에서 20년 숙성한 표현으로, 1L 'Royal Burgh Collection'은 면세 채널용 포맷. 도수 40%.",Master of Malt · Malt Mileage · GreatDrams (2026-06-12 리서치),2026-06-12
웰러 12년 1000ml,버팔로 트레이스 (Buffalo Trace) · W.L. 웰러,미국 켄터키 (버번),45% (90 proof),"밀 함유 매시빌(휘티드 버번 · 옥수수~70%·밀~16%·맥아보리~14%, 비공개) · 새 차링 아메리칸 오크 · 12년 숙성",카라멜·바닐라 커스터드·꿀·체리파이·오렌지필 향. 입안엔 휘티드 특유의 부드러운 단맛—민트·꿀·초콜릿·크렘브륄레. 길고 오크감 있는 매끄러운 피니시에 정향·시나몬·다크초콜릿.,"휘티드 버번의 선구자 윌리엄 라루 웰러의 이름을 딴 브랜드. 버팔로 트레이스 증류소에서 파피 반 윙클과 같은 휘티드 매시빌(호밀 대신 밀)로 만든다. 12년은 표준 웰러 라인업 중 최장 숙성 연식 표기 제품으로, 부드럽고 균형 잡힌 풍미 덕에 2차 시장에서 매우 인기. (1000ml는 면세 전용 용량)",공식 buffalotracedistillery.com · Whisky Advocate · Difford's Guide (2026-06-13 리서치),2026-06-13
페이머스 그라우스 1000ml,에드링턴(매캘란·하이랜드파크·글렌로시스 몰트 기반),스코틀랜드,40%,"매캘란·하이랜드파크·글렌로시스 등 싱글몰트와 그레인을 블렌딩, 병입 전 약 6개월간 메링(혼합 숙성)",건과일과 토스트한 오크 향에 옅은 스모키함이 어우러진다. 입에서는 맥아의 단맛과 흑설탕 같은 달큰함이 부드럽게 퍼지며 균형 잡힌 마무리를 보인다.,1896년 매튜 글로그가 만든 스코틀랜드 대표 블렌디드 위스키로 라이추조(붉은뇌조)를 상징으로 쓴다. 오랜 기간 에드링턴이 소유했으며 2025년 윌리엄 그랜트 앤 선즈로의 매각이 승인됐다.,Wikipedia · Difford's Guide · Master of Malt (2026-06-15 리서치),2026-06-15
페이머스 그라우스 쉐리 1000ml,에드링턴(매캘란·하이랜드파크·글렌로시스 몰트 기반),스코틀랜드,40%,셰리 시즌드(셰리 시즈닝) 오크 캐스크에서 숙성·피니시한 셰리 캐스크 에디션,"코코아·셰리·체리와 가벼운 오크 향이 올라온다. 입에서는 촉촉한 건포도와 달콤한 시나몬, 다크초콜릿의 풍부한 셰리 풍미가 이어지며 초콜릿·스파이스의 여운으로 마무리된다.","페이머스 그라우스의 셰리 캐스크 피니시 버전으로, 표준 블렌드를 셰리 시즌드 오크통에서 추가 숙성해 셰리 특유의 과실·초콜릿 풍미를 강화했다.",Whiskybase · Whisky.com · Rasch Vin & Spiritus (2026-06-15 리서치),2026-06-15
네이키드 몰트 1000ml,에드링턴(매캘란·하이랜드파크·글렌로시스 블렌디드 몰트),스코틀랜드,40%,위스키를 담은 적 없는 퍼스트필 올로로소 셰리 캐스크에서 최소 6개월 추가 숙성 · 그레인 없는 블렌디드 몰트,버터스카치 토피와 달콤한 스파이스 향이 코를 자극한다. 입에서는 바닐라와 졸인 과일·건포도가 느껴지고 풍부하고 셰리한 스파이스로 마무리된다.,2018년 출시된 '더 네이키드 그라우스'를 2021년 '네이키드 몰트'로 리브랜딩한 블렌디드 몰트 스카치다. 그레인 없이 매캘란·하이랜드파크·글렌로시스 등 싱글몰트만 블렌딩한 것이 특징.,The Whiskey Wash · Flaviar · Scotch Whisky Magazine (2026-06-15 리서치),2026-06-15
발베니 12년 몬틸라 700ml,발베니 (The Balvenie) · 윌리엄 그랜트 앤 선즈 · 더프타운,스페이사이드 (Speyside),47.3%,몬틸라(안달루시아) 스위트 와인을 채웠던 유러피언 오크 버트 풀 숙성 · 싱글 캐스크 · 'A Collection of Curious Casks' 시리즈,"몰트·보리사탕·아카시아 꿀, 말린 살구와 사과, 토스트한 오크와 베이킹 스파이스. 미디엄 피니시에 오크 스파이스와 단맛.","'A Collection of Curious Casks' 시리즈의 싱글 캐스크 한정판으로, 스페인 몬틸라 지역 스위트 와인을 채웠던 캐스크에서 12년간 숙성. 일반 발베니보다 스파이시한 오크 캐릭터가 두드러진다는 평. (싱글 캐스크라 병별 편차 가능)",thebalvenie.com · whiskynotes.be · Master of Malt (2026-06-15 리서치),2026-06-15
발베니 18년 페드로 히메네즈(PX) 셰리 캐스크 빅토 응아이 에디션 700ml,발베니 (The Balvenie) · 윌리엄 그랜트 앤 선즈 · 더프타운,스페이사이드 (Speyside),48.7% (표준 PX 18년 기준 · 아트 에디션 도수 개별 미확정),아메리칸 오크에서 숙성 후 페드로 히메네즈(PX) 셰리 버트에서 피니시 · 글로벌 트래블 리테일 한정,"숙성 셰리 오크와 가죽 향, 바닐라·체리·무화과·건포도, 정향과 만다린의 다크프루트. 길고 따뜻한 체리 피니시.","2026년 4월 출시 글로벌 트래블 리테일 한정판. 홍콩 출신 일러스트레이터 빅토 응아이(Victo Ngai)와의 'A Gift Shaped by the Seasons' 협업 라벨(절정의 해바라기·여행자 모티프)로, 액체는 표준 PX 18년 기준이며 아트 에디션 스펙은 개별 미확정.",TRBusiness · Moodie Davitt Report · GTR Magazine · Whiskybase (2026-06-15 리서치),2026-06-15
발베니 15년 마데이라 캐스크 빅토 응아이 에디션 700ml,발베니 (The Balvenie) · 윌리엄 그랜트 앤 선즈 · 더프타운,스페이사이드 (Speyside),43% (표준 마데이라 15년 기준 · 아트 에디션 도수 개별 미확정),아메리칸 오크에서 15년 숙성 후 마데이라 와인 캐스크에서 피니시 · 글로벌 트래블 리테일 한정,"꿀과 바닐라 베이스에 신선한 복숭아·오렌지 제스트·헤이즐넛, 블랙커런트와 진저 스파이스. 길게 이어지는 피니시.","2026년 4월 출시 글로벌 트래블 리테일 한정판. 빅토 응아이(Victo Ngai) 'A Gift Shaped by the Seasons' 협업 라벨(만개한 장미·증류소 모티프)로, 액체는 표준 마데이라 15년 기준이며 아트 에디션 스펙은 개별 미확정.",TRBusiness · Moodie Davitt Report · thebalvenie.com · The Whisky World (2026-06-15 리서치),2026-06-15
기원 달 기프트팩 700ml,쓰리 소사이어티스 증류소 (Three Societies · Ki One),대한민국 (경기 남양주),약 35% 표기 소매 리스팅 있으나 공식 미확인 (불명 · 과신금지),"면세 전용 라인이라 캐스크 사양 미공개(불명). 기원 코어 라인은 통상 버진 아메리칸 오크·엑스버번·STR/와인·셰리 캐스크 사용, 한국 기후로 빠른 숙성.",공식 맛 노트 미공개(불명). 기원 코어 라인 경향은 바닐라·캐러멜·꿀 등 버진오크 단맛 기반(달 개별 노트는 불명).,"'달'은 기원의 면세 전용 '해·달·별' 라인 중 하나로 알려짐(2025 출시). 기원은 한국 최초 상업 싱글몰트 증류소로 2020년 남양주에서 가동, 마스터 디스틸러 앤드류 샌드·창업자 도정한 주도. 호랑이·유니콘·배치 등 시리즈 출시, 2025 IWSC 수상. 기프트팩 구성품은 불명.",신라면세 기원 브랜드관(shilladfs.com) · 나무위키 '기원(위스키)' · threesocieties.co.kr · 88bamboo.co (2026-06-15 리서치),2026-06-15
GF LIQU Glenfiddich 39 1985 Cask 700ml,글렌피딕 (Glenfiddich),스페이사이드,미공개 (공식 ABV 비공개 · 희귀 1985 빈티지 싱글캐스크),"1985년 1월 증류, 아메리칸 오크 16년 숙성 후 2001년 12월 올로로소 셰리 시즈닝 유러피언 오크 캐스크로 이감 · 39년 장기숙성 싱글캐스크","마호가니 빛깔. 겹겹의 과일에 견고한 오크와 흑설탕 단맛, 은은한 스파이스. 풍부한 질감과 입안을 감싸는 오일리한 피니시.","글렌피딕(1886년 윌리엄 그랜트 설립, 스페이사이드)의 희귀 1985 빈티지 싱글캐스크. 2024년 증류소가 직접 경매에 부친 39년 숙성 캐스크 보틀링으로 개별 넘버링 150병만 출시(경매 추정가 75만~120만 달러 수준). 공식 ABV는 공개되지 않음.",hypebeast.com(2024 릴리스) · blockbar.com · glenfiddich.com Rare & Vintage (2026-06-18 리서치),2026-06-18
달모어 12년 1000ml,달모어 (The Dalmore),하이랜드,40%,아메리칸 화이트 오크 엑스-버번 배럴 숙성 후 절반을 헤레스산 곤잘레스 비야스 마투살렘 올로로소 셰리 캐스크로 이감,"코: 오렌지 제스트·시나몬·너트맥에 은은한 바닐라·로스티드 커피. 입안: 만다린·스파이스 건포도·초콜릿·가벼운 오크의 실키함. 피니시: 다크초콜릿·로스티드 커피·스파이스 프루트케이크에 크리미 토피, 오렌지껍질·견과·따뜻한 오크가 길고 부드럽게.","달모어는 1839년 하이랜드 알네스에 설립된 증류소로, 12포인트 로열 스태그(수사슴) 엠블럼과 셰리 캐스크 숙성으로 유명하다. 12년은 코어 레인지의 입문격으로 버번 배럴과 마투살렘 올로로소 셰리 캐스크의 더블 숙성이 특징. (1L는 면세/트래블 리테일 보틀)",thedalmore.com 공식 · whiskyshop.com · Tasting Table (2026-06-18 리서치),2026-06-18
달모어 King Alexander III TRX 700ml,달모어 (The Dalmore),하이랜드,40%,6종 캐스크 피니시 (마투살렘 올로로소 셰리 버트 · 포트 파이프 · 마데이라 배럴 · 마르살라 캐스크 · 카베르네 소비뇽 와인 캐스크 · 엑스-버번 배럴) · NAS(숙성연수 미표기),"코: 초콜릿·견과·토피에 스파이스 건포도·바닐라, 퍼지·열대과일·세비야 오렌지·밀크초콜릿. 입안: 절제된 단맛에 오렌지·바닐라·달콤한 건포도·라즈베리, 매끄럽고 복합적이며 레드베리·오렌지필·크림·시나몬·생강. 피니시: 스파이시한 오크·광택 나는 우드·리코리스.",달모어 마스터 디스틸러가 6종의 서로 다른 캐스크에서 피니시한 원액을 결합한 NAS 표현. 14세기 스코틀랜드 왕 알렉산더 3세를 매킨지 가문이 수사슴으로부터 구했다는 전설(달모어 12포인트 스태그 엠블럼의 유래)에서 이름을 땄다. (TRX = 트래블 리테일 익스클루시브),thewhiskyexchange.com · thewhiskeywash.com · whiskyadvocate.com (2026-06-18 리서치),2026-06-18
달모어 시가 몰트 1000ml,달모어 (The Dalmore),하이랜드,44%,아메리칸 화이트 오크 엑스-버번 캐스크 숙성 후 곤잘레스 비야스 30년 마투살렘 올로로소 셰리 캐스크 + 카베르네 소비뇽 와인 바리크 결합 숙성,"코: 시나몬·바닐라·붉은 과일. 입안: 열대과일·바나나 토피·바닐라 아이스크림에 오렌지필·건포도·자두의 셰리 영향, 시나몬·후추·아니스의 스파이스. 피니시: 오렌지 제스트·다크초콜릿·으깬 향신료에 토피·가죽·담배 향.",시가 몰트 리저브는 시가와의 페어링을 위해 설계된 달모어 표현으로 바디와 구조가 시가의 풍미를 보완한다. 원래 40% 도수였으나 리저브로 리뉴얼되며 44%로 상향되었다.,thedalmore.com 공식 · thewhiskeywash.com · whiskyanalysis.com (2026-06-18 리서치),2026-06-18
글렌알라키30년#4(면세) 700mL,글렌알라키 (GlenAllachie),스코틀랜드 스페이사이드,49.1% (Batch 4 · 배치별 캐스크스트랭스 상이: B2 50.8 / B3 48.9 / B4 49.1),빈티지 PX 셰리 3통 + 올로로소 셰리 2통(푼천·혹스헤드) 배팅 · 30년 숙성 · 캐스크스트랭스 · 논칠필터 · 무착색,숲속 과일(forest fruits)·꾸덕한 초콜릿 폰당·와일드 스코티시 허니. 장기 빈티지 셰리 숙성에서 오는 진한 셰리 깊이와 오크 스파이스.,"글렌알라키는 1967년 설립된 스페이사이드 증류소로 2017년 빌리 워커(전 벤리악·글렌드로낙) 팀이 인수해 셰리 캐스크 중심으로 재편했다. 30년 캐스크 스트랭스는 빌리 워커가 직접 고른 빈티지 PX·올로로소 셰리 캐스크를 소량 배팅한 한정 배치 시리즈로, '#4'는 Batch 4(49.1%). ⚠️ 배치별로 캐스크 구성·도수가 달라 자매 배치(Batch 2~4) 기준 근사치이며 병별 차이 가능(과신 주의).",theglenallachie.com 공식 · Master of Malt · The Whiskey Wash · Robb Report (2026-06-18 리서치),2026-06-18
페넬로페 리오 750ml,페넬로페 버번 (Penelope Bourbon · Cooper Series),미국(인디애나 MGP 소싱),49% (98 proof),4-그레인 스트레이트 버번(옥수수74·밀16·라이7·몰트3) · 아메리칸 허니 배럴 + 브라질 암부라나(Amburana) 오크 더블 캐스크 피니시,"바닐라·토피·그레이엄 크래커·허니콤 향. 꿀·시나몬 슈가·바닐라·베이킹 스파이스에 건포도·커피케이크·바나나·럼레이즌, 시나몬·토스트 오크의 스파이시한 여운.","페넬로페 버번 쿠퍼 시리즈 리오. 브라질의 활기에서 영감받아 4-그레인 스트레이트 버번을 허니 배럴과 희귀한 브라질 암부라나 오크에 이중 피니시해, 암부라나 특유의 향신료·아로마와 꿀의 단맛을 입혔다.",공식 penelopebourbon.com · Breaking Bourbon · The Whiskey Wash (2026-06-19 리서치),2026-06-19
발렌타인 17년 500ml,발렌타인(시바스 브라더스),스코틀랜드(블렌디드 스카치),40%,버번·셰리 오크 캐스크 숙성 · 스코틀랜드 4대 산지 40여 종 몰트·그레인 17년 이상 블렌딩,"꿀·바닐라·헤이즐넛의 부드러운 향에 꽃향과 잘 익은 사과·배가 어우러진다. 입에서는 크리미한 버터스카치와 오크 스파이스, 발렌타인 17년 특유의 은은한 스카치 스모크(가벼운 피트) 힌트가 길고 우아한 여운으로 마무리된다.","1937년 처음 선보인 발렌타인의 시그니처 프레스티지 블렌드로 '완벽한 블렌드'라는 평을 받아 왔다. 밀튼더프·글렌버기·스카파·풀트니 등 스코틀랜드 전 산지의 몰트·그레인 위스키를 17년 이상 숙성·결혼시켜 균형과 복합미를 낸다. 본 제품은 트래블 리테일/면세 500ml 사양.",Ballantine's 공식·Master of Malt·The Whisky Exchange (2026-06-19 리서치),2026-06-19
레드브레스트 12년 700ml,레드브레스트 (Redbreast),아일랜드,40%,버번 + 셰리 캐스크,"바닐라·토피의 부드러운 단맛에 시나몬·정향 같은 베이킹 스파이스와 오렌지 시트러스가 어우러진다. 견과(호두)와 말린 살구·건포도의 풍미가 깔리며, 싱글 포트 스틸 특유의 기름지고 묵직한 질감이 특징이다. 피니시는 따뜻하고 스파이시하다.","아이리시 디스틸러스(페르노리카 산하)가 만드는 싱글 포트 스틸 아이리시 위스키로, 맥아·비맥아 보리를 섞어 동 포트 스틸에서 3회 증류한다. 12년은 레드브레스트 코어 라인의 기준 표현이다.",공식 사이트 · Wikipedia · Tasting Table (2026-06-20 리서치),2026-06-20
